acoustic_data,time_to_failure
8,10.979597991
5,10.97959799
8,10.979597989
6,10.979597988
4,10.979597987
4,10.979597986
10,10.979597984
5,10.979597983
5,10.979597982
3,10.979597981
3,10.97959798
4,10.979597979
0,10.979597978
2,10.979597977
6,10.979597976
14,10.979597975
5,10.979597973
5,10.979597972
7,10.979597971
4,10.97959797
2,10.979597969
4,10.979597968
3,10.979597967
8,10.979597966
3,10.979597965
1,10.979597964
3,10.979597962
5,10.979597961
3,10.97959796
4,10.979597959
9,10.979597958
6,10.979597957
4,10.979597956
10,10.979597955
7,10.979597954
8,10.979597953
5,10.979597951
5,10.97959795
1,10.979597949
3,10.979597948
4,10.979597947
0,10.979597946
6,10.979597945
4,10.979597944
2,10.979597943
8,10.979597942
5,10.97959794
4,10.979597939
3,10.979597938
10,10.979597937
6,10.979597936
10,10.979597935
4,10.979597934
3,10.979597933
4,10.979597932
1,10.979597931
3,10.979597929
6,10.979597928
7,10.979597927
6,10.979597926
9,10.979597925
7,10.979597924
2,10.979597923
0,10.979597922
3,10.979597921
6,10.97959792
4,10.979597918
5,10.979597917
4,10.979597916
2,10.979597915
4,10.979597914
5,10.979597913
5,10.979597912
6,10.979597911
10,10.97959791
9,10.979597909
4,10.979597907
3,10.979597906
5,10.979597905
0,10.979597904
1,10.979597903
2,10.979597902
3,10.979597901
-4,10.9795979
4,10.979597899
4,10.979597898
9,10.979597896
8,10.979597895
10,10.979597894
7,10.979597893
2,10.979597892
4,10.979597891
6,10.97959789
0,10.979597889
2,10.979597888
5,10.979597887
7,10.979597885
5,10.979597884
4,10.979597883
3,10.979597882
2,10.979597881
4,10.97959788
1,10.979597879
3,10.979597878
10,10.979597877
7,10.979597876
6,10.979597874
4,10.979597873
1,10.979597872
9,10.979597871
11,10.97959787
7,10.979597869
4,10.979597868
5,10.979597867
7,10.979597866
5,10.979597865
3,10.979597863
5,10.979597862
5,10.979597861
9,10.97959786
11,10.979597859
2,10.979597858
-1,10.979597857
5,10.979597856
3,10.979597855
-2,10.979597854
5,10.979597852
4,10.979597851
6,10.97959785
11,10.979597849
1,10.979597848
0,10.979597847
5,10.979597846
4,10.979597845
8,10.979597844
7,10.979597843
4,10.979597841
9,10.97959784
8,10.979597839
7,10.979597838
7,10.979597837
8,10.979597836
6,10.979597835
3,10.979597834
3,10.979597833
2,10.979597832
6,10.97959783
4,10.979597829
3,10.979597828
2,10.979597827
1,10.979597826
0,10.979597825
2,10.979597824
5,10.979597823
5,10.979597822
9,10.979597821
8,10.979597819
-1,10.979597818
4,10.979597817
3,10.979597816
4,10.979597815
3,10.979597814
2,10.979597813
6,10.979597812
6,10.979597811
4,10.97959781
7,10.979597808
4,10.979597807
4,10.979597806
2,10.979597805
3,10.979597804
6,10.979597803
8,10.979597802
6,10.979597801
3,10.9795978
4,10.979597799
6,10.979597797
5,10.979597796
5,10.979597795
4,10.979597794
6,10.979597793
3,10.979597792
4,10.979597791
6,10.97959779
6,10.979597789
8,10.979597788
5,10.979597786
5,10.979597785
8,10.979597784
5,10.979597783
0,10.979597782
6,10.979597781
3,10.97959778
4,10.979597779
10,10.979597778
3,10.979597777
4,10.979597775
5,10.979597774
3,10.979597773
2,10.979597772
7,10.979597771
11,10.97959777
5,10.979597769
6,10.979597768
5,10.979597767
5,10.979597766
5,10.979597764
3,10.979597763
4,10.979597762
8,10.979597761
5,10.97959776
4,10.979597759
-2,10.979597758
-2,10.979597757
5,10.979597756
5,10.979597755
7,10.979597753
1,10.979597752
2,10.979597751
4,10.97959775
4,10.979597749
2,10.979597748
3,10.979597747
7,10.979597746
2,10.979597745
5,10.979597744
6,10.979597742
4,10.979597741
5,10.97959774
3,10.979597739
7,10.979597738
3,10.979597737
5,10.979597736
2,10.979597735
3,10.979597734
2,10.979597733
3,10.979597731
6,10.97959773
8,10.979597729
5,10.979597728
4,10.979597727
2,10.979597726
3,10.979597725
2,10.979597724
4,10.979597723
5,10.979597722
1,10.97959772
2,10.979597719
5,10.979597718
2,10.979597717
4,10.979597716
3,10.979597715
5,10.979597714
4,10.979597713
6,10.979597712
3,10.979597711
6,10.979597709
8,10.979597708
4,10.979597707
8,10.979597706
4,10.979597705
3,10.979597704
7,10.979597703
8,10.979597702
6,10.979597701
5,10.9795977
7,10.979597698
9,10.979597697
9,10.979597696
9,10.979597695
5,10.979597694
6,10.979597693
5,10.979597692
7,10.979597691
4,10.97959769
6,10.979597689
5,10.979597687
7,10.979597686
8,10.979597685
6,10.979597684
4,10.979597683
-3,10.979597682
3,10.979597681
2,10.97959768
1,10.979597679
3,10.979597678
4,10.979597676
4,10.979597675
2,10.979597674
-1,10.979597673
6,10.979597672
5,10.979597671
6,10.97959767
6,10.979597669
5,10.979597668
7,10.979597667
8,10.979597665
7,10.979597664
4,10.979597663
5,10.979597662
6,10.979597661
7,10.97959766
8,10.979597659
11,10.979597658
5,10.979597657
5,10.979597656
4,10.979597654
4,10.979597653
5,10.979597652
7,10.979597651
3,10.97959765
-1,10.979597649
3,10.979597648
5,10.979597647
8,10.979597646
6,10.979597645
2,10.979597643
5,10.979597642
6,10.979597641
4,10.97959764
5,10.979597639
8,10.979597638
1,10.979597637
6,10.979597636
4,10.979597635
8,10.979597634
8,10.979597632
5,10.979597631
11,10.97959763
5,10.979597629
5,10.979597628
4,10.979597627
6,10.979597626
4,10.979597625
4,10.979597624
7,10.979597623
5,10.979597621
3,10.97959762
4,10.979597619
10,10.979597618
6,10.979597617
5,10.979597616
5,10.979597615
4,10.979597614
8,10.979597613
4,10.979597612
6,10.97959761
10,10.979597609
6,10.979597608
8,10.979597607
5,10.979597606
6,10.979597605
6,10.979597604
5,10.979597603
4,10.979597602
9,10.979597601
7,10.979597599
5,10.979597598
3,10.979597597
10,10.979597596
8,10.979597595
3,10.979597594
1,10.979597593
3,10.979597592
5,10.979597591
8,10.97959759
6,10.979597588
2,10.979597587
6,10.979597586
5,10.979597585
5,10.979597584
4,10.979597583
0,10.979597582
3,10.979597581
4,10.97959758
6,10.979597579
8,10.979597577
6,10.979597576
4,10.979597575
9,10.979597574
7,10.979597573
2,10.979597572
3,10.979597571
5,10.97959757
7,10.979597569
6,10.979597568
3,10.979597566
3,10.979597565
5,10.979597564
7,10.979597563
7,10.979597562
8,10.979597561
4,10.97959756
7,10.979597559
6,10.979597558
8,10.979597557
8,10.979597555
7,10.979597554
6,10.979597553
9,10.979597552
3,10.979597551
2,10.97959755
4,10.979597549
3,10.979597548
3,10.979597547
7,10.979597546
5,10.979597544
4,10.979597543
4,10.979597542
5,10.979597541
4,10.97959754
5,10.979597539
1,10.979597538
6,10.979597537
5,10.979597536
2,10.979597535
0,10.979597533
3,10.979597532
4,10.979597531
4,10.97959753
7,10.979597529
5,10.979597528
10,10.979597527
9,10.979597526
3,10.979597525
12,10.979597524
5,10.979597522
4,10.979597521
4,10.97959752
4,10.979597519
3,10.979597518
5,10.979597517
6,10.979597516
5,10.979597515
6,10.979597514
9,10.979597513
8,10.979597511
6,10.97959751
6,10.979597509
4,10.979597508
5,10.979597507
1,10.979597506
5,10.979597505
6,10.979597504
4,10.979597503
5,10.979597502
5,10.9795975
